,keywords,number_of_times_word_appeared,tf,idf,tf_idf
1476,alternative,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1066,top,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
152,Sarma,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
484,considering,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1054,summary,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
16,Hypertext,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
326,connecting,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1056,look,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
486,Applied,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1432,Workshop,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
231,existing,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
527,permissions,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
488,actors,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1470,reliable,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1093,allows,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1064,questions,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1473,delay,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
140,difficult,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
469,ETH,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
237,Security,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
580,devices,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1124,sends,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
619,next,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1016,focused,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
854,edge,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
336,roughly,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1397,restrictive,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1396,least,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
56,Performance,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
630,off,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
442,simulators,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
849,slides,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
57,Based,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
58,All,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1132,effort,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
639,note,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
909,tools,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
128,They,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1373,Address,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1242,many,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
657,Zurich,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
656,benefits,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
655,another,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
193,Axis,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
617,long,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
999,Reference,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1001,userspace,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
646,Packet,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1240,confirm,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
644,Institute,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1383,utilize,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
642,continental,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
61,Oceania,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
449,IEEE,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
904,lower,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
204,program,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
614,explains,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
598,presence,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1117,reduced,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
33,scheduling,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1028,algorithm,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
459,Since,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1029,straightforward,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1417,Active,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
592,Pahdye,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1423,msDOIPv4,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
589,Université,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1424,notice,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
587,extensibil,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1425,subtle,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
462,Dataset,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1114,Xu,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1030,Is,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
38,cated,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
305,Benoit,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
242,quite,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1414,Switzerland,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1026,dynamics,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1118,mesh,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
453,never,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
158,RTTtcp,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1408,share,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1120,secDOIPv4,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
452,Communication,2,5.476301306097861e-05,-0.6931471805599453,-3.7958828102184784e-05
1205,session,1,2.7381506530489306e-05,0.0,0.0
157,Wang,1,2.7381506530489306e-05,0.0,0.0
1209,cellular,1,2.7381506530489306e-05,0.0,0.0
165,prevalence,1,2.7381506530489306e-05,0.0,0.0
161,Sources,1,2.7381506530489306e-05,0.0,0.0
156,primarily,1,2.7381506530489306e-05,0.0,0.0
162,doing,1,2.7381506530489306e-05,0.0,0.0
1191,Version,1,2.7381506530489306e-05,0.0,0.0
1192,unwanted,1,2.7381506530489306e-05,0.0,0.0
154,Look,1,2.7381506530489306e-05,0.0,0.0
1203,difficulty,1,2.7381506530489306e-05,0.0,0.0
155,needs,1,2.7381506530489306e-05,0.0,0.0
153,blocks,1,2.7381506530489306e-05,0.0,0.0
148,firewalls,1,2.7381506530489306e-05,0.0,0.0
1194,avoidance,1,2.7381506530489306e-05,0.0,0.0
499,Otherwise,1,2.7381506530489306e-05,0.0,0.0
1185,interfering,1,2.7381506530489306e-05,0.0,0.0
208,behaves,1,2.7381506530489306e-05,0.0,0.0
1108,requires,1,2.7381506530489306e-05,0.0,0.0
1112,upper,1,2.7381506530489306e-05,0.0,0.0
207,Külewind,1,2.7381506530489306e-05,0.0,0.0
1115,turn,1,2.7381506530489306e-05,0.0,0.0
206,opinions,1,2.7381506530489306e-05,0.0,0.0
1104,Here,1,2.7381506530489306e-05,0.0,0.0
1119,Loreto,1,2.7381506530489306e-05,0.0,0.0
203,encapsulated,1,2.7381506530489306e-05,0.0,0.0
1126,CONCLUSION,1,2.7381506530489306e-05,0.0,0.0
201,Congestion,1,2.7381506530489306e-05,0.0,0.0
200,simulates,1,2.7381506530489306e-05,0.0,0.0
1129,involves,1,2.7381506530489306e-05,0.0,0.0
1130,environments,1,2.7381506530489306e-05,0.0,0.0
1122,augment,1,2.7381506530489306e-05,0.0,0.0
209,post,1,2.7381506530489306e-05,0.0,0.0
1102,bear,1,2.7381506530489306e-05,0.0,0.0
211,Gerber,1,2.7381506530489306e-05,0.0,0.0
1082,natural,1,2.7381506530489306e-05,0.0,0.0
1083,EVOLUTION,1,2.7381506530489306e-05,0.0,0.0
214,INTERNET,1,2.7381506530489306e-05,0.0,0.0
213,evaluating,1,2.7381506530489306e-05,0.0,0.0
1086,makes,1,2.7381506530489306e-05,0.0,0.0
1087,queuing,1,2.7381506530489306e-05,0.0,0.0
1088,libpcap,1,2.7381506530489306e-05,0.0,0.0
1089,transmission,1,2.7381506530489306e-05,0.0,0.0
1090,innovation,1,2.7381506530489306e-05,0.0,0.0
1092,severely,1,2.7381506530489306e-05,0.0,0.0
1094,switching,1,2.7381506530489306e-05,0.0,0.0
1095,Sen,1,2.7381506530489306e-05,0.0,0.0
1096,Queuing,1,2.7381506530489306e-05,0.0,0.0
1097,supported,1,2.7381506530489306e-05,0.0,0.0
1098,role,1,2.7381506530489306e-05,0.0,0.0
1131,secDOIPv6NAEUASOclients,1,2.7381506530489306e-05,0.0,0.0
1133,Fast,1,2.7381506530489306e-05,0.0,0.0
197,Cost,1,2.7381506530489306e-05,0.0,0.0
1135,reachable,1,2.7381506530489306e-05,0.0,0.0
1164,RTTbias,1,2.7381506530489306e-05,0.0,0.0
177,Fairhust,1,2.7381506530489306e-05,0.0,0.0
175,Schmitz,1,2.7381506530489306e-05,0.0,0.0
174,inbound,1,2.7381506530489306e-05,0.0,0.0
1169,within,1,2.7381506530489306e-05,0.0,0.0
173,statelessly,1,2.7381506530489306e-05,0.0,0.0
1172,begin,1,2.7381506530489306e-05,0.0,0.0
172,citation,1,2.7381506530489306e-05,0.0,0.0
171,Sarolahti,1,2.7381506530489306e-05,0.0,0.0
1176,Peon,1,2.7381506530489306e-05,0.0,0.0
1178,maximize,1,2.7381506530489306e-05,0.0,0.0
1179,maximum,1,2.7381506530489306e-05,0.0,0.0
1180,extensibility,1,2.7381506530489306e-05,0.0,0.0
1181,steady,1,2.7381506530489306e-05,0.0,0.0
1182,Ros,1,2.7381506530489306e-05,0.0,0.0
179,FOR,1,2.7381506530489306e-05,0.0,0.0
168,prior,1,2.7381506530489306e-05,0.0,0.0
1162,classroom,1,2.7381506530489306e-05,0.0,0.0
187,technologies,1,2.7381506530489306e-05,0.0,0.0
196,sug,1,2.7381506530489306e-05,0.0,0.0
1137,Still,1,2.7381506530489306e-05,0.0,0.0
195,Learned,1,2.7381506530489306e-05,0.0,0.0
1140,Armitage,1,2.7381506530489306e-05,0.0,0.0
1141,increase,1,2.7381506530489306e-05,0.0,0.0
1142,solve,1,2.7381506530489306e-05,0.0,0.0
1143,factors,1,2.7381506530489306e-05,0.0,0.0
1144,trammell,1,2.7381506530489306e-05,0.0,0.0
192,further,1,2.7381506530489306e-05,0.0,0.0
190,metrics,1,2.7381506530489306e-05,0.0,0.0
189,Anecdotally,1,2.7381506530489306e-05,0.0,0.0
188,Jesup,1,2.7381506530489306e-05,0.0,0.0
1149,choose,1,2.7381506530489306e-05,0.0,0.0
1151,studied,1,2.7381506530489306e-05,0.0,0.0
1153,selecting,1,2.7381506530489306e-05,0.0,0.0
1158,attributed,1,2.7381506530489306e-05,0.0,0.0
1150,command,1,2.7381506530489306e-05,0.0,0.0
1275,Extend,1,2.7381506530489306e-05,0.0,0.0
1211,deployments,1,2.7381506530489306e-05,0.0,0.0
1388,Hamilton,1,2.7381506530489306e-05,0.0,0.0
1390,Environment,1,2.7381506530489306e-05,0.0,0.0
1392,expected,1,2.7381506530489306e-05,0.0,0.0
1393,decisions,1,2.7381506530489306e-05,0.0,0.0
1395,finished,1,2.7381506530489306e-05,0.0,0.0
55,hamilton,1,2.7381506530489306e-05,0.0,0.0
1399,pdf,1,2.7381506530489306e-05,0.0,0.0
1400,achievable,1,2.7381506530489306e-05,0.0,0.0
54,Portdst,1,2.7381506530489306e-05,0.0,0.0
60,RELATED,1,2.7381506530489306e-05,0.0,0.0
52,racing,1,2.7381506530489306e-05,0.0,0.0
1405,Traffic,1,2.7381506530489306e-05,0.0,0.0
1406,Kreibich,1,2.7381506530489306e-05,0.0,0.0
49,configure,1,2.7381506530489306e-05,0.0,0.0
48,defined,1,2.7381506530489306e-05,0.0,0.0
47,optional,1,2.7381506530489306e-05,0.0,0.0
44,specific,1,2.7381506530489306e-05,0.0,0.0
1412,stack,1,2.7381506530489306e-05,0.0,0.0
43,Copyrights,1,2.7381506530489306e-05,0.0,0.0
35,Simple,1,2.7381506530489306e-05,0.0,0.0
1403,ABSTRACT,1,2.7381506530489306e-05,0.0,0.0
1420,dots,1,2.7381506530489306e-05,0.0,0.0
1386,completely,1,2.7381506530489306e-05,0.0,0.0
1384,represented,1,2.7381506530489306e-05,0.0,0.0
1353,highest,1,2.7381506530489306e-05,0.0,0.0
73,corresponds,1,2.7381506530489306e-05,0.0,0.0
72,platforms,1,2.7381506530489306e-05,0.0,0.0
1358,Issues,1,2.7381506530489306e-05,0.0,0.0
1360,alongside,1,2.7381506530489306e-05,0.0,0.0
69,underlying,1,2.7381506530489306e-05,0.0,0.0
1363,recognize,1,2.7381506530489306e-05,0.0,0.0
1366,attacks,1,2.7381506530489306e-05,0.0,0.0
1367,Strowes,1,2.7381506530489306e-05,0.0,0.0
1385,retains,1,2.7381506530489306e-05,0.0,0.0
1368,tamper,1,2.7381506530489306e-05,0.0,0.0
67,Development,1,2.7381506530489306e-05,0.0,0.0
1371,volumes,1,2.7381506530489306e-05,0.0,0.0
1374,Allman,1,2.7381506530489306e-05,0.0,0.0
1375,matrix,1,2.7381506530489306e-05,0.0,0.0
65,tbit,1,2.7381506530489306e-05,0.0,0.0
1378,Built,1,2.7381506530489306e-05,0.0,0.0
1380,Presence,1,2.7381506530489306e-05,0.0,0.0
1381,nearly,1,2.7381506530489306e-05,0.0,0.0
1382,Characteristics,1,2.7381506530489306e-05,0.0,0.0
1369,International,1,2.7381506530489306e-05,0.0,0.0
32,achievements,1,2.7381506530489306e-05,0.0,0.0
31,anything,1,2.7381506530489306e-05,0.0,0.0
1426,stability,1,2.7381506530489306e-05,0.0,0.0
1464,especially,1,2.7381506530489306e-05,0.0,0.0
1465,Abstracting,1,2.7381506530489306e-05,0.0,0.0
1466,establishment,1,2.7381506530489306e-05,0.0,0.0
13,March,1,2.7381506530489306e-05,0.0,0.0
1468,outbound,1,2.7381506530489306e-05,0.0,0.0
1469,strategy,1,2.7381506530489306e-05,0.0,0.0
1471,Operation,1,2.7381506530489306e-05,0.0,0.0
1472,personal,1,2.7381506530489306e-05,0.0,0.0
12,axes,1,2.7381506530489306e-05,0.0,0.0
14,years,1,2.7381506530489306e-05,0.0,0.0
11,reacts,1,2.7381506530489306e-05,0.0,0.0
1481,CDFLowerUDPthroughputHigherUDPthroughputPlanetLab,1,2.7381506530489306e-05,0.0,0.0
7,addressed,1,2.7381506530489306e-05,0.0,0.0
5,Passive,1,2.7381506530489306e-05,0.0,0.0
4,modularity,1,2.7381506530489306e-05,0.0,0.0
2,advances,1,2.7381506530489306e-05,0.0,0.0
1,unused,1,2.7381506530489306e-05,0.0,0.0
1487,home,1,2.7381506530489306e-05,0.0,0.0
1488,setup,1,2.7381506530489306e-05,0.0,0.0
1489,extend,1,2.7381506530489306e-05,0.0,0.0
1477,focuses,1,2.7381506530489306e-05,0.0,0.0
1462,Seggelmann,1,2.7381506530489306e-05,0.0,0.0
1460,Overall,1,2.7381506530489306e-05,0.0,0.0
18,TRANSPORT,1,2.7381506530489306e-05,0.0,0.0
1427,information,1,2.7381506530489306e-05,0.0,0.0
1428,identical,1,2.7381506530489306e-05,0.0,0.0
30,traversal,1,2.7381506530489306e-05,0.0,0.0
28,offers,1,2.7381506530489306e-05,0.0,0.0
1433,processing,1,2.7381506530489306e-05,0.0,0.0
1434,Belshe,1,2.7381506530489306e-05,0.0,0.0
1435,specified,1,2.7381506530489306e-05,0.0,0.0
1436,owned,1,2.7381506530489306e-05,0.0,0.0
1438,Secure,1,2.7381506530489306e-05,0.0,0.0
1439,parameters,1,2.7381506530489306e-05,0.0,0.0
1440,determines,1,2.7381506530489306e-05,0.0,0.0
1441,actually,1,2.7381506530489306e-05,0.0,0.0
1442,chose,1,2.7381506530489306e-05,0.0,0.0
1443,arranged,1,2.7381506530489306e-05,0.0,0.0
1446,types,1,2.7381506530489306e-05,0.0,0.0
25,necessarily,1,2.7381506530489306e-05,0.0,0.0
1449,errors,1,2.7381506530489306e-05,0.0,0.0
1450,May,1,2.7381506530489306e-05,0.0,0.0
22,Analysis,1,2.7381506530489306e-05,0.0,0.0
1457,kB,1,2.7381506530489306e-05,0.0,0.0
19,digitalocean,1,2.7381506530489306e-05,0.0,0.0
74,infers,1,2.7381506530489306e-05,0.0,0.0
147,programs,1,2.7381506530489306e-05,0.0,0.0
79,Measurements,1,2.7381506530489306e-05,0.0,0.0
80,previous,1,2.7381506530489306e-05,0.0,0.0
1244,situation,1,2.7381506530489306e-05,0.0,0.0
124,bidirectional,1,2.7381506530489306e-05,0.0,0.0
1247,Modern,1,2.7381506530489306e-05,0.0,0.0
1249,Next,1,2.7381506530489306e-05,0.0,0.0
1251,subnetwork,1,2.7381506530489306e-05,0.0,0.0
1252,differently,1,2.7381506530489306e-05,0.0,0.0
1255,tsvwg,1,2.7381506530489306e-05,0.0,0.0
1256,sitions,1,2.7381506530489306e-05,0.0,0.0
1258,Wilk,1,2.7381506530489306e-05,0.0,0.0
125,Architectural,1,2.7381506530489306e-05,0.0,0.0
1261,relying,1,2.7381506530489306e-05,0.0,0.0
1263,reports,1,2.7381506530489306e-05,0.0,0.0
1265,Gibbs,1,2.7381506530489306e-05,0.0,0.0
118,Congress,1,2.7381506530489306e-05,0.0,0.0
117,alternatives,1,2.7381506530489306e-05,0.0,0.0
1268,decapsulat,1,2.7381506530489306e-05,0.0,0.0
115,bottleneck,1,2.7381506530489306e-05,0.0,0.0
1272,WORK,1,2.7381506530489306e-05,0.0,0.0
1273,valid,1,2.7381506530489306e-05,0.0,0.0
1081,arrangement,1,2.7381506530489306e-05,0.0,0.0
1262,reported,1,2.7381506530489306e-05,0.0,0.0
1276,disk,1,2.7381506530489306e-05,0.0,0.0
130,views,1,2.7381506530489306e-05,0.0,0.0
1236,Hurtig,1,2.7381506530489306e-05,0.0,0.0
145,Raw,1,2.7381506530489306e-05,0.0,0.0
1213,relation,1,2.7381506530489306e-05,0.0,0.0
144,borrows,1,2.7381506530489306e-05,0.0,0.0
1215,effects,1,2.7381506530489306e-05,0.0,0.0
143,attempts,1,2.7381506530489306e-05,0.0,0.0
1218,computes,1,2.7381506530489306e-05,0.0,0.0
141,ICMP,1,2.7381506530489306e-05,0.0,0.0
1220,Local,1,2.7381506530489306e-05,0.0,0.0
139,biases,1,2.7381506530489306e-05,0.0,0.0
1237,atop,1,2.7381506530489306e-05,0.0,0.0
1223,download,1,2.7381506530489306e-05,0.0,0.0
138,Dynamics,1,2.7381506530489306e-05,0.0,0.0
1226,Bohnert,1,2.7381506530489306e-05,0.0,0.0
137,subsections,1,2.7381506530489306e-05,0.0,0.0
1229,sufficient,1,2.7381506530489306e-05,0.0,0.0
1230,afforded,1,2.7381506530489306e-05,0.0,0.0
135,Reliable,1,2.7381506530489306e-05,0.0,0.0
1232,source,1,2.7381506530489306e-05,0.0,0.0
1233,Qin,1,2.7381506530489306e-05,0.0,0.0
132,limits,1,2.7381506530489306e-05,0.0,0.0
1224,Tüxen,1,2.7381506530489306e-05,0.0,0.0
1278,versus,1,2.7381506530489306e-05,0.0,0.0
1280,listed,1,2.7381506530489306e-05,0.0,0.0
110,technique,1,2.7381506530489306e-05,0.0,0.0
96,enable,1,2.7381506530489306e-05,0.0,0.0
1320,reflect,1,2.7381506530489306e-05,0.0,0.0
1321,avoiding,1,2.7381506530489306e-05,0.0,0.0
1322,commercial,1,2.7381506530489306e-05,0.0,0.0
94,finally,1,2.7381506530489306e-05,0.0,0.0
93,handshake,1,2.7381506530489306e-05,0.0,0.0
91,TCPExposure,1,2.7381506530489306e-05,0.0,0.0
1329,PATHspider,1,2.7381506530489306e-05,0.0,0.0
1330,Many,1,2.7381506530489306e-05,0.0,0.0
1315,Cloud,1,2.7381506530489306e-05,0.0,0.0
87,IPsrc,1,2.7381506530489306e-05,0.0,0.0
84,remainder,1,2.7381506530489306e-05,0.0,0.0
1338,nlanr,1,2.7381506530489306e-05,0.0,0.0
1339,utilized,1,2.7381506530489306e-05,0.0,0.0
1340,significant,1,2.7381506530489306e-05,0.0,0.0
1342,datagram,1,2.7381506530489306e-05,0.0,0.0
1343,indeed,1,2.7381506530489306e-05,0.0,0.0
1345,Grinnmo,1,2.7381506530489306e-05,0.0,0.0
81,measuring,1,2.7381506530489306e-05,0.0,0.0
1347,acceptably,1,2.7381506530489306e-05,0.0,0.0
1333,Nechaev,1,2.7381506530489306e-05,0.0,0.0
1313,sender,1,2.7381506530489306e-05,0.0,0.0
97,traceroute,1,2.7381506530489306e-05,0.0,0.0
1311,Transla,1,2.7381506530489306e-05,0.0,0.0
1283,signal,1,2.7381506530489306e-05,0.0,0.0
1284,funding,1,2.7381506530489306e-05,0.0,0.0
1286,good,1,2.7381506530489306e-05,0.0,0.0
1287,Tirumala,1,2.7381506530489306e-05,0.0,0.0
1288,disfavor,1,2.7381506530489306e-05,0.0,0.0
1289,MB,1,2.7381506530489306e-05,0.0,0.0
108,Setup,1,2.7381506530489306e-05,0.0,0.0
107,Size,1,2.7381506530489306e-05,0.0,0.0
106,context,1,2.7381506530489306e-05,0.0,0.0
1293,iPerf,1,2.7381506530489306e-05,0.0,0.0
1295,transparency,1,2.7381506530489306e-05,0.0,0.0
1296,heatmap,1,2.7381506530489306e-05,0.0,0.0
104,sizes,1,2.7381506530489306e-05,0.0,0.0
1298,scenario,1,2.7381506530489306e-05,0.0,0.0
1299,timeouts,1,2.7381506530489306e-05,0.0,0.0
1300,World,1,2.7381506530489306e-05,0.0,0.0
103,efforts,1,2.7381506530489306e-05,0.0,0.0
1303,CCS,1,2.7381506530489306e-05,0.0,0.0
1304,reachability,1,2.7381506530489306e-05,0.0,0.0
99,alternate,1,2.7381506530489306e-05,0.0,0.0
1308,unpriv,1,2.7381506530489306e-05,0.0,0.0
1349,hindered,1,2.7381506530489306e-05,0.0,0.0
1080,into,1,2.7381506530489306e-05,0.0,0.0
995,Blocking,1,2.7381506530489306e-05,0.0,0.0
1078,smaller,1,2.7381506530489306e-05,0.0,0.0
424,Commission,1,2.7381506530489306e-05,0.0,0.0
675,Barre,1,2.7381506530489306e-05,0.0,0.0
677,Addresses,1,2.7381506530489306e-05,0.0,0.0
680,describes,1,2.7381506530489306e-05,0.0,0.0
682,clear,1,2.7381506530489306e-05,0.0,0.0
420,losses,1,2.7381506530489306e-05,0.0,0.0
685,multiplat,1,2.7381506530489306e-05,0.0,0.0
686,gradually,1,2.7381506530489306e-05,0.0,0.0
687,MSS,1,2.7381506530489306e-05,0.0,0.0
688,arguments,1,2.7381506530489306e-05,0.0,0.0
419,input,1,2.7381506530489306e-05,0.0,0.0
690,extra,1,2.7381506530489306e-05,0.0,0.0
691,January,1,2.7381506530489306e-05,0.0,0.0
417,kind,1,2.7381506530489306e-05,0.0,0.0
415,hosting,1,2.7381506530489306e-05,0.0,0.0
695,instead,1,2.7381506530489306e-05,0.0,0.0
413,smallest,1,2.7381506530489306e-05,0.0,0.0
698,Touch,1,2.7381506530489306e-05,0.0,0.0
699,challenged,1,2.7381506530489306e-05,0.0,0.0
700,Transactions,1,2.7381506530489306e-05,0.0,0.0
701,Quality,1,2.7381506530489306e-05,0.0,0.0
673,expressed,1,2.7381506530489306e-05,0.0,0.0
672,reduction,1,2.7381506530489306e-05,0.0,0.0
669,Note,1,2.7381506530489306e-05,0.0,0.0
426,thirty,1,2.7381506530489306e-05,0.0,0.0
638,KEYWORDS,1,2.7381506530489306e-05,0.0,0.0
440,IPdst,1,2.7381506530489306e-05,0.0,0.0
437,exceed,1,2.7381506530489306e-05,0.0,0.0
436,peers,1,2.7381506530489306e-05,0.0,0.0
435,increasing,1,2.7381506530489306e-05,0.0,0.0
647,Consid,1,2.7381506530489306e-05,0.0,0.0
648,immediate,1,2.7381506530489306e-05,0.0,0.0
433,identification,1,2.7381506530489306e-05,0.0,0.0
650,speaking,1,2.7381506530489306e-05,0.0,0.0
651,Segment,1,2.7381506530489306e-05,0.0,0.0
702,during,1,2.7381506530489306e-05,0.0,0.0
652,Spatscheck,1,2.7381506530489306e-05,0.0,0.0
658,obtained,1,2.7381506530489306e-05,0.0,0.0
430,explore,1,2.7381506530489306e-05,0.0,0.0
660,together,1,2.7381506530489306e-05,0.0,0.0
429,backdoor,1,2.7381506530489306e-05,0.0,0.0
662,encapsulations,1,2.7381506530489306e-05,0.0,0.0
428,gateway,1,2.7381506530489306e-05,0.0,0.0
664,Middleboxes,1,2.7381506530489306e-05,0.0,0.0
665,globally,1,2.7381506530489306e-05,0.0,0.0
427,C2,1,2.7381506530489306e-05,0.0,0.0
667,generalizes,1,2.7381506530489306e-05,0.0,0.0
653,detection,1,2.7381506530489306e-05,0.0,0.0
703,Mobility,1,2.7381506530489306e-05,0.0,0.0
704,Behavior,1,2.7381506530489306e-05,0.0,0.0
411,widespread,1,2.7381506530489306e-05,0.0,0.0
1490,Results,1,2.7381506530489306e-05,0.0,0.0
747,Greenhalgh,1,2.7381506530489306e-05,0.0,0.0
748,CDFHigherUDPRTTSmallerUDPRTTPlanetLab,1,2.7381506530489306e-05,0.0,0.0
749,Further,1,2.7381506530489306e-05,0.0,0.0
750,concentrated,1,2.7381506530489306e-05,0.0,0.0
751,appears,1,2.7381506530489306e-05,0.0,0.0
752,Kojo,1,2.7381506530489306e-05,0.0,0.0
754,msPlanetLab,1,2.7381506530489306e-05,0.0,0.0
755,Extensions,1,2.7381506530489306e-05,0.0,0.0
389,Bonaventure,1,2.7381506530489306e-05,0.0,0.0
743,insights,1,2.7381506530489306e-05,0.0,0.0
757,Interactions,1,2.7381506530489306e-05,0.0,0.0
761,Guidelines,1,2.7381506530489306e-05,0.0,0.0
762,advocates,1,2.7381506530489306e-05,0.0,0.0
763,Initial,1,2.7381506530489306e-05,0.0,0.0
764,Statistics,1,2.7381506530489306e-05,0.0,0.0
765,Future,1,2.7381506530489306e-05,0.0,0.0
383,Thomson,1,2.7381506530489306e-05,0.0,0.0
379,proceedings,1,2.7381506530489306e-05,0.0,0.0
770,called,1,2.7381506530489306e-05,0.0,0.0
375,summarizing,1,2.7381506530489306e-05,0.0,0.0
772,unassigned,1,2.7381506530489306e-05,0.0,0.0
759,solutions,1,2.7381506530489306e-05,0.0,0.0
637,implementing,1,2.7381506530489306e-05,0.0,0.0
740,Conti,1,2.7381506530489306e-05,0.0,0.0
391,Nishida,1,2.7381506530489306e-05,0.0,0.0
